"Year","State","market_type","measure_type","unit_info","Domain.Category","Value"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",28700
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",4600
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (CANOLA OIL = 11332)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",2000
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",1700
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",7600
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",6600
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",6200
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",5000
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",5400
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",3100
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",19400
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",7900
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (NALED = 34401)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",5600
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",3800
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",2000
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",1300
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, INSECTICIDE: (TOTAL)",231600
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",11299000
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",1642600
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",3900
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (GARLIC OIL = 128827)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (METALDEHYDE = 53001)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","CHEMICAL, OTHER: (TOTAL)",15611900
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","FERTILIZER: (NITROGEN)",393000
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","FERTILIZER: (PHOSPHATE)",216000
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","FERTILIZER: (POTASH)",393000
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB","FERTILIZER: (SULFUR)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)",0.234
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (BLAD = 30006)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)",0.042
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)",0.354
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)",1.693
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)",0.316
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)",0.659
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)",0.211
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)",0.119
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)",0.161
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",0.5
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",0.105
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",0.271
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",0.061
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",0.112
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (PYDIFLUMETOFEN = 90110)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",0.167
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",0.658
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",0.095
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",5.471
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",0.036
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",0.695
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",2.201
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",0.119
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",0.078
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",0.923
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",0.019
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",0.299
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",0.129
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",0.03
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.5
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",0.116
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (CANOLA OIL = 11332)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",0.063
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)",0.117
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",0.178
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",0.26
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",0.087
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",0.182
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",0.186
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",0.457
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",1.807
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",0.169
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (NALED = 34401)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",NA
